assembly_id,cluster_id,cluster_size,split,split_version,allocation_seed,mash_distance_threshold,source_cluster_manifest_sha256
GCF_024139035.1,MASH_0036,6,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_025258705.1,MASH_0036,6,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_050030185.1,MASH_0036,6,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_051294665.1,MASH_0036,6,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_004768705.1,MASH_0037,4,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_020132105.1,MASH_0037,4,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_041014305.2,MASH_0037,4,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_056136325.1,MASH_0037,4,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_005280435.1,MASH_0038,3,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_017723975.1,MASH_0038,3,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_041154855.1,MASH_0038,3,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_007107525.1,MASH_0039,1,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_012931625.1,MASH_0040,4,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_024749525.1,MASH_0040,4,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_050032335.1,MASH_0040,4,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_052186105.1,MASH_0040,4,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_014719435.1,MASH_0043,1,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_015602685.1,MASH_0045,3,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_041021905.1,MASH_0045,3,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_056340895.1,MASH_0045,3,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_015910475.1,MASH_0046,3,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_019331655.1,MASH_0046,3,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_022369355.1,MASH_0046,3,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_022466815.1,MASH_0048,1,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_024138435.1,MASH_0049,2,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_055521135.1,MASH_0049,2,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_025854095.1,MASH_0054,3,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_054897905.1,MASH_0054,3,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_056429515.1,MASH_0054,3,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_029223565.1,MASH_0056,2,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_029774195.1,MASH_0056,2,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_029582015.1,MASH_0057,1,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_029674825.1,MASH_0058,1,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_029931545.1,MASH_0059,1,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_035666135.1,MASH_0061,1,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_040543095.1,MASH_0062,1,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_042151695.1,MASH_0064,1,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_051521805.1,MASH_0067,1,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_053852035.1,MASH_0071,1,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_055381115.1,MASH_0073,1,development,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_024106315.2,MASH_0003,5,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_038627335.2,MASH_0003,5,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052393145.1,MASH_0003,5,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_003949725.2,MASH_0003,5,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_016864915.1,MASH_0003,5,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_040801815.1,MASH_0005,4,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_041154825.1,MASH_0005,4,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_052052845.1,MASH_0005,4,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_056429785.1,MASH_0005,4,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052391035.1,MASH_0009,3,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052395305.1,MASH_0009,3,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052397405.1,MASH_0009,3,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052393535.1,MASH_0011,3,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_003547115.1,MASH_0011,3,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_038442095.1,MASH_0011,3,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052395065.1,MASH_0013,1,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052397265.1,MASH_0019,1,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052398745.1,MASH_0020,1,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052399625.1,MASH_0022,1,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052427735.1,MASH_0024,1,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052681735.1,MASH_0031,2,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_042146535.1,MASH_0031,2,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_003006035.1,MASH_0035,14,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_005518095.1,MASH_0035,14,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_012934905.1,MASH_0035,14,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_018808925.1,MASH_0035,14,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_018831125.1,MASH_0035,14,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_030413705.1,MASH_0035,14,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_038442225.1,MASH_0035,14,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_038442275.1,MASH_0035,14,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_038442395.1,MASH_0035,14,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_050164325.1,MASH_0035,14,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_053819165.1,MASH_0035,14,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_053819345.1,MASH_0035,14,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_053891325.1,MASH_0035,14,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_054898395.1,MASH_0035,14,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_013377175.1,MASH_0041,1,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_019903195.1,MASH_0047,1,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_024749605.1,MASH_0053,1,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_034494405.1,MASH_0060,1,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_043572945.1,MASH_0066,1,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_051547485.1,MASH_0068,1,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_052216905.1,MASH_0069,1,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_054898345.1,MASH_0072,1,test,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_014880215.2,MASH_0001,7,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_022107375.2,MASH_0001,7,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_023615745.2,MASH_0001,7,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_040273435.2,MASH_0001,7,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_025853915.1,MASH_0001,7,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_042140495.1,MASH_0001,7,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_042141555.1,MASH_0001,7,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_051641645.2,MASH_0006,2,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_051776275.1,MASH_0006,2,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052390975.1,MASH_0008,1,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052396085.1,MASH_0016,1,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052398945.1,MASH_0021,1,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052399745.1,MASH_0023,2,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052437165.1,MASH_0023,2,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052428965.1,MASH_0025,1,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052438345.1,MASH_0028,1,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCA_052439725.1,MASH_0029,1,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_001578145.1,MASH_0034,12,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_001908295.1,MASH_0034,12,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_002082805.1,MASH_0034,12,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_012935105.1,MASH_0034,12,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_012935125.1,MASH_0034,12,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_023981045.1,MASH_0034,12,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_040822385.1,MASH_0034,12,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_041154835.1,MASH_0034,12,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_042142205.1,MASH_0034,12,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_043040895.1,MASH_0034,12,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_051622705.1,MASH_0034,12,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_052054865.1,MASH_0034,12,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_013416255.1,MASH_0042,3,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_017726575.1,MASH_0042,3,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_020912005.1,MASH_0042,3,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_015571935.1,MASH_0044,1,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_024139015.1,MASH_0050,1,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_024139055.1,MASH_0051,6,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_041154805.1,MASH_0051,6,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_047772295.1,MASH_0051,6,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_047772305.1,MASH_0051,6,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_047772435.1,MASH_0051,6,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_047772455.1,MASH_0051,6,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_024749445.1,MASH_0052,1,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_028583465.1,MASH_0055,1,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_041930545.1,MASH_0063,1,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_043056915.1,MASH_0065,1,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
GCF_053175695.1,MASH_0070,1,validation,dissertation_v1,20260820,0.01,8b31e8fe5cf15b6de88e8175fe1ec9700646e2684d50dccb19bbdc26ca47efea
